URN,MainEmail
106266,admin@mossleyhollins.com
106268,admin@hydehighschool.uk
106270,admin@stdamians.co.uk
106271,admin@stmcollege.org.uk
106276,OFFICE@TRINITYSCHOOL.ORG.UK
106278,admin@thomasashton.tameside.sch.uk
106279,admin@cromwell.tameside.sch.uk
106281,ann.hewitt@oakdale.tameside.sch.uk
106283,admin@navigationprimary.com
106284,office@oldfield-brow.com
106285,office@spprimary.org.uk
106288,office@heyeslane.co.uk
106289,k.lyde@bps.trafford.sch.uk
106290,broomwood.admin@trafford.gov.uk
106293,wellgreen.admin@trafford.gov.uk
106294,willows.admin@trafford.gov.uk
106295,cloverleaprim.admin@trafford.gov.uk
106298,springfield.admin@trafford.gov.uk
106299,admin@woodheysprimaryschool.co.uk
106300,worthington.admin@trafford.gov.uk
106301,jmiskelly@brooklands.trafford.sch.uk
106303,firs.admin@trafford.gov.uk
106304,admin@wellfieldjunior.trafford.sch.uk
106308,moorlands.admin@trafford.gov.uk
106312,admin@templemoor.trafford.sch.uk
106313,wellfieldinf.admin@trafford.gov.uk
106315,admin@urmstonprimaryschool.com
106316,office@davyhulmeprimary.com
106318,admin@flixtonprimaryschool.org.uk
106321,office@gorsehillprimary.co.uk
106322,kingsroad.admin@trafford.gov.uk
106323,mossparkjun.admin@trafford.gov.uk
106325,head@seymourpark.com
106327,victoriajunior.admin@trafford.gov.uk
106328,dvrlec@victoriaparkinf.co.uk
106329,highfield.admin@trafford.gov.uk
106332,woodhouse.admin@trafford.gov.uk
106334,kingsway.admin@trafford.gov.uk
106337,admin@stmatthewsce.co.uk
106338,bowdoncs.admin@trafford.gov.uk
106340,sthughs.admin@trafford.gov.uk
106341,altrinchamce.admin@trafford.gov.uk
106343,admin@st-annes.trafford.sch.uk
106344,office@st-marys.trafford.sch.uk
106345,holyfamily.admin@trafford.gov.uk
106346,lourdes.admin@trafford.gov.uk
106347,admin@allsaints.trafford.sch.uk
106348,office@stjosephstrafford.co.uk
106349,stmarysdavy.admin@trafford.gov.uk
106350,office@smpsflixton.co.uk
106352,head@englishmartyrs.trafford.sch.uk
106353,sthughoflincoln.admin@trafford.gov.uk
106355,office@saintteresas.com
106356,stmonicas.admin@trafford.gov.uk
106358,rosary.admin@trafford.gov.uk
106359,office@smwprimary.net
106360,stalphonsus.admin@trafford.gov.uk
106365,school@lostock.trafford.sch.uk
106368,admin@stretfordgrammar.com
106370,admin@stretfordhigh.com
106375,shocking@salehighschool.org.uk
106376,blessedthomas.admin@trafford.gov.uk
106377,bursar@bowdonprep.org.uk
106379,admin@altprep.co.uk
106381,secretary@stambroseprep.co.uk
106382,post@forestparkprep.co.uk
106383,mail@haleprepschool.com
106385,office@forestschool.co.uk
106386,Gill.odling@abbotsfordprepschool.co.uk
106387,info@loretoprep.org.uk
106391,head@brentwood.trafford.sch.uk
106394,delamere.admin@trafford.gov.uk
106397,enquiries@hindleysurestart.co.uk
106398,enquiries@admin.douglasvalley.wigan.sch.uk
106399,enquiries@admin.beechill.wigan.sch.uk
106402,enquiries@admin.woodfield.wigan.sch.uk
106403,headteacher@admin.marshgreen.wigan.sch.uk
106404,enquiries@admin.worsleymesnes.wigan.sch.uk
106405,enquiries@admin.mabscross.wigan.sch.uk
106407,enquiries@admin.winstanley.wigan.sch.uk
106412,enquiries@admin.newfold.wigan.sch.uk
106414,enquiries@admin.bryngates.wigan.sch.uk
106415,enquiries@admin.hindley.wigan.sch.uk
106417,enquiries@britanniabridge.co.uk
106418,enquiries@admin.leighcentral.wigan.sch.uk
106421,headteacher@admin.lowtonprimary.wigan.sch.uk
106422,headteacher@admin.newtonwestpark.wigan.sch.uk
106424,headteacher@admin.rlhughes.wigan.sch.uk
106425,enquiries@admin.meadowbank.wigan.sch.uk
106426,enquiries@admin.parklee.wigan.sch.uk
106427,enquiries@admin.woodfold.wigan.sch.uk
106428,enquiries@admin.lowtonwest.wigan.sch.uk
106429,enquiries@admin.shevingtonvale.wigan.sch.uk
106430,enquiries@admin.nicolmere.wigan.sch.uk
106431,enquiries@admin.gildedhollins.wigan.sch.uk
106433,enquiries@admin.garretthall.wigan.sch.uk
106436,enquiries@admin.millbrook.wigan.sch.uk
106438,enquiries@admin.ashtonsaintpeters.wigan.sch.uk
106441,enquiries@admin.hindsford.wigan.sch.uk
106443,enquiries@admin.chowbent.wigan.sch.uk
106447,enquiries@admin.saintmarys.wigan.sch.uk
106448,enquiries@admin.leighsaintthomas.wigan.sch.uk
106449,enquiries@admin.saintandrews.wigan.sch.uk
106451,enquiries@admin.saintjohns.wigan.sch.uk
106459,enquiries@admin.saintmaryandjohn.wigan.sch.uk
106460,enquiries@admin.saintpatricks.wigan.sch.uk
106461,headteacher@admin.sacredheart.wigan.sch.uk
106463,enquiries@admin.saintaidans.wigan.sch.uk
106464,enquiries@admin.saintcatharines.wigan.sch.uk
106465,headteacher@admin.ashtonsaintthomas.wigan.sch.uk
106468,enquiries@admin.saintannes.wigan.sch.uk
106470,enquiries@admin.bickershaw.wigan.sch.uk
106471,schooloffice@hindleyallsaints.co.uk
106472,enquiries@admin.castlehill.wigan.sch.uk
106476,enquiries@admin.ince.wigan.sch.uk
106478,enquiries@admin.howebridge.wigan.sch.uk
106481,enquiries@admin.westleighsaintpauls.wigan.sch.uk
106482,enquiries@admin.astleysaintstephens.wigan.sch.uk
106484,enquiries@sjmcschool.uk
106485,headteacher@admin.saintlukes.wigan.sch.uk
106486,enquiries@admin.lowtonsaintmarys.wigan.sch.uk
106487,enquiries@admin.golbornesaintthomas.wigan.sch.uk
106488,enquiries@saintoswalds.wigan.sch.uk
106489,headteacher@ashtonourladys.wigan.sch.uk
106490,enquiries@admin.aspullourladys.wigan.sch.uk
106491,headteacher@admin.aspullholyfamily.wigan.sch.uk
106492,enquiries@admin.orrellsaintjames.wigan.sch.uk
106493,enquiries@admin.saintmaries.wigan.sch.uk
106494,enquiries@saintbenedicts.wigan.sch.uk
106497,enquiries@admin.saintwilliams.wigan.sch.uk
106498,enquiries@admin.saintrichards.wigan.sch.uk
106499,enquiries@admin.athertonsacredheart.wigan.sch.uk
106501,headteacher@admin.saintjosephs.wigan.sch.uk
106502,headteacher@admin.leighsacredheart.wigan.sch.uk
106503,headteacher@admin.twelveapostles.wigan.sch.uk
106504,enquiries@admin.boothstownholyfamily.wigan.sch.uk
106505,enquiries@admin.golborneallsaints.wigan.sch.uk
106506,enquiries@admin.saintgabriels.wigan.sch.uk
106507,enquiries@admin.lowtonsaintcatherines.wigan.sch.uk
106508,enquiries@admin.saintbernadettes.wigan.sch.uk
106509,headteacher@ashtonsaintwilfrids.wigan.sch.uk
106510,enquiries@admin.saintambrosebarlow.wigan.sch.uk
106512,enquiries@admin.christchurch.wigan.sch.uk
106515,enquiries@admin.saintphilips.wigan.sch.uk
106516,admin@leighstmarys.co.uk
106517,enquiries@admin.leighstjohnsprimary.wigan.sch.uk
106518,enquiries@aspullchurch.wigan.sch.uk
106521,enquiries@admin.cansfield.wigan.sch.uk
106523,enquiries@bedford.wigan.sch.uk
106525,enquiries@golbornehigh.wigan.sch.uk
106529,enquiries@shevingtonhigh.org.uk
106534,enquiries@admin.deanery.wigan.sch.uk
106535,a.rigby@sjf.wigan.sch.uk
106537,enquiries@admin.saintpetershigh.wigan.sch.uk
106538,enquiries@smchs.co.uk
106540,enquiries@arrowsmith.wigan.sch.uk
106543,enquiries@admin.hope.wigan.sch.uk
106557,m.harris@burtonrdps.org
106564,d.thompson@shawlandsprimaryschool.co.uk
106575,j.woffinden@barughgreenprimary.co.uk
106579,j.stratton@lacewood.org.uk
106582,h.otley@keresforthprimary.org.uk
106584,r.laslett@oxspringprimary.co.uk
106585,HPS.enquiries@hcacademytrust.education
106586,schooloffice@millhouseprimary.co.uk
106587,l.mcclure@springvaleprimary.org
106588,c.gibbins@thurlstoneprimary.co.uk
106589,s.tabbner@silkstonecommonji.co.uk
106591,contact@jumpprimary.org.uk
106599,a.ralph@greenfieldprimaryschool.co.uk
106602,enquiries@silkstoneprimary.com
106603,d.bradshaw@gawberschool.co.uk
106611,j.morris@jlps.org.uk
106618,c.grainger@ladywoodprimary.co.uk
106620,d.wood@birkwood.org.uk
106621,j.whyke@cherrydaleprimary.com
106626,office@thurgolandprimary.org
106627,k.hudson@cawthorneprimary.co.uk
106629,office@brierleyschool.com
106632,k.dobson@holyroodschool.co.uk
106637,s.snowball@tankersleysp.org.uk
106638,j.rodgers@theellis.org
106640,sthelens@federationcc.org.uk
106641,j.wray@federationcc.org.uk
106643,d.thorpe@federationcc.org.uk
106653,jgalvin@penistone-gs.uk
106666,admin@levett.doncaster.sch.uk
106670,head@adwickschool.co.uk
106676,admin@arkseyschool.co.uk
106677,admin@tollbar.doncaster.sch.uk
106694,admin@barnburghprimary.com
106698,admin@tornedale.doncaster.sch.uk
106703,head@saltersgate-inf.doncaster.sch.uk
106707,admin@orchardinfants.co.uk
106715,admin@wadworth.doncaster.sch.uk
106718,admin@kirtonlaneprimary.co.uk
106722,head@copleyschool.co.uk
106725,admin@estfeld.doncaster.sch.uk
106726,admin@windhillschool.co.uk
106728,businessmanager@park.doncaster.sch.uk
106737,admin@bawtrymayflower.doncaster.sch.uk
106746,office@hayfieldlane.co.uk
106747,office@sunnyfields.doncaster.sch.uk
106750,admin@thornekingedward.co.uk
106751,admin@newvillage.doncaster.sch.uk
106756,headteacher@warmsworthschool.co.uk
106762,admin@francisxavier.co.uk
106767,admin@st-wilfrids.doncaster.sch.uk
106769,admin@sjstcp.co.uk
106770,admin@olphcp.co.uk
106773,admin@smcps.co.uk
106777,admin@tickhillstmary.co.uk
106812,KKIDNEY@HILLHOUSE.DONCASTER.SCH.UK
106816,sycamorehall@tiscali.co.uk
106818,jgoodman@ddt-deaf.org.uk
106826,arnold@ransf.school
106827,rawmarsh@ransf.school
106828,centre@aughtoneyc.org
106833,school@badsleyprimary.org
106834,office@blackburnprimary.org
106835,office@bvcs.org.uk
106845,office@kcps.org.uk
106849,KHill@thps.org.uk
106851,office@herringthorpeinfantschool.co.uk
106858,office@sitwellinfantschool.co.uk
106859,office@astonfence.org
106861,contact@bsjs.co.uk
106864,Office@brinsworthmanorinfants.co.uk
106875,info@rosehill.org.uk
106876,admin@ryecroftinfant.co.uk
106883,school@walesprimary.co.uk
106895,enquiries@bsi.school
106896,enquiries@anstonparkjuniors.co.uk
106907,todwickprimary@todwickps.org
106910,office@thorogateschool.co.uk
106942,school@olsj.org.uk
106944,school@rsjp.org.uk
106962,info@saintpiusx.school
106965,john.green@nas.org.uk
106966,office@newmanschool.co.uk
106970,admin@thewillowsschool.co.uk
106973,enquiries@broomhall.sheffield.sch.uk
106975,headteacher@graceowennurseryschool.org
106982,headteacher@abbeylane.sheffield.sch.uk
106987,enquiries@brightside.sheffield.sch.uk
106988,enquiries@carterknowle.sheffield.sch.uk
106991,enquiries@gleadless.sheffield.sch.uk
106994,enquiries@huntersbar-jun.sheffield.sch.uk
106995,enquiries@huntersbar-inf.sheffield.sch.uk
106996,enquiries@intake.sheffield.sch.uk
106997,enquiries@lowfield.sheffield.sch.uk
106998,enquiries@lydgate-jun.sheffield.sch.uk
106999,enquiries@lydgate-inf.sheffield.sch.uk
107000,enquiries@marlcliffe.sheffield.sch.uk
107001,enquiries@ecclesfield-pri.sheffield.sch.uk
107002,enquiries@meersbrookbank.sheffield.sch.uk
107004,enquiries@nethergreen-jun.sheffield.sch.uk
107006,enquiries@mundella.sheffield.sch.uk
107025,headteacher@ecclesall.sheffield.sch.uk
107026,enquiries@holthouse.sheffield.sch.uk
107029,enquiries@nethergreen-inf.sheffield.sch.uk
107033,enquiries@bradway.sheffield.sch.uk
107035,enquiries@dobcroft-jun.sheffield.sch.uk
107036,enquiries@beighton.sheffield.sch.uk
107038,enquiries@halfway-inf.sheffield.sch.uk
107039,enquiries@mosborough.sheffield.sch.uk
107040,enquiries@limpsfield.sheffield.sch.uk
107043,enquiries@netherthorpe.sheffield.sch.uk
107046,enquiries@halfway-jun.sheffield.sch.uk
107047,rbinns@ballifield.sheffield.sch.uk
107048,enquiries@dobcroft-inf.sheffield.sch.uk
107051,enquiries@grenoside.sheffield.sch.uk
107052,enquiries@highgreen.sheffield.sch.uk
107055,enquiries@stocksbridge-jun.sheffield.sch.uk
107057,enquiries@royd.sheffield.sch.uk
107060,
107064,headteacher@waterthorpe.sheffield.sch.uk
107069,enquiries@brunswick.sheffield.sch.uk
107073,enquiries@springfield.sheffield.sch.uk
107077,enquiries@reignhead.sheffield.sch.uk
107081,enquiries@rivelin.sheffield.sch.uk
107083,enquiries@athelstan.sheffield.sch.uk
107085,enquiries@angrambank.sheffield.sch.uk
107086,enquiries@annsgrove.sheffield.sch.uk
107087,enquiries@carfield.sheffield.sch.uk
107090,enquiries@princeedward.sheffield.sch.uk
107092,enquiries@shootersgrove.sheffield.sch.uk
107093,enquiries@stradbroke.sheffield.sch.uk
107094,headteacher@walkley.sheffield.sch.uk
107095,enquiries@westways.sheffield.sch.uk
107098,enquiries@greystonesprimary.com
107102,headteacher@shortbrook.sheffield.sch.uk
107106,enquiries@nortonfree.sheffield.sch.uk
107107,headteacher@parsoncross.sheffield.sch.uk
107117,headteacher@deepcar-st-johns.sheffield.sch.uk
107140,office@kes.sheffield.sch.uk
107150,enquiries@cliffordallsaints.sheffield.sch.uk
107154,enquiries@broomhill.sheffield.sch.uk
107158,manager@st-theresas.sheffield.sch.uk
107162,vkhan@westbourneschool.co.uk
107163,rjwade@birkdaleschool.org.uk
107165,enquiries@mylnhurst.co.uk
107166,s.swann@she.gdst.net
107168,david.charles@bethanyschoolsheffield.org
107169,enquiries@bentsgreen.sheffield.sch.uk
107171,enquiries@rowan.sheffield.sch.uk
107177,headteacher@archdale.sheffield.sch.uk
107178,enquiries@talbot.sheffield.sch.uk
107180,enquiries@woolleywood.sheffield.sch.uk
107182,enquiries@mossbrook.sheffield.sch.uk
107185,office@strongclose.co.uk
107186,jayne.taylor@hirstwoodnscc.co.uk
107187,office@lilycroftnurseryschool.com
107188,ginny.robinson@abbeygreen.org
107189,office@midlandroad.co.uk
107190,office@stedmundsbradford.org.uk
107204,office@frizinghall.bradford.sch.uk
107212,christine.moran@lidgetgreen.com
107218,gareth.baterip@newby.bradford.sch.uk
107219,john.cooper@sandylane.bradford.sch.uk
107220,josie.mouatt@swainhouse.bradford.sch.uk
107221,annette.patterson@thackleyschool.com
107224,office@blakehill.bradford.sch.uk
107230,office@wellington.bradford.sch.uk
107233,jill.baker@wibsey.bradford.sch.uk
107237,headteacher@stockslane.bradford.sch.uk
107238,office@farfield.bradford.sch.uk
107240,office@carrwood.bradford.sch.uk
107241,office@leytop.bradford.sch.uk
107246,office@worthinghead.bradford.sch.uk
107247,office@poplarsfarm.bradford.sch.uk
107248,juliet.wright@bankfoot.bradford.sch.uk
107249,kburnsall@fagley.bradford.sch.uk
107250,nair.ishtiaq@brackenhillprimary.co.uk
107253,office@crossflatts.bradford.sch.uk
107255,office@eldwick.bradford.sch.uk
107262,admin@footprintsfed.com
107265,office@footprintsfed.com
107268,office@stanbury.bradford.sch.uk
107270,office@saltaireps.co.uk
107272,Fiona.Meer@lowash.bradford.sch.uk
107273,office@silsden.bradford.sch.uk
107274,office@eastburn.bradford.sch.uk
107275,office@steeton.bradford.sch.uk
107277,office@ashlands.school
107281,office@benrhydding.bradford.sch.uk
107283,c.thirkill@hoylecourt.bradford.sch.uk
107286,lspinks@addingham.bradford.sch.uk
107287,louise.dale@sandalprimaryschool.co.uk
107293,office@girlingtonprimary.co.uk
107299,office@menstonprimary.co.uk
107303,office@stmatthewsce.bradford.sch.uk
107305,office@stlukes.bradford.sch.uk
107307,yvonne.broadbent@lowmoor.ngfl.ac.uk
107309,office@allsaintsilkley.bradford.sch.uk
107313,office@burleywoodhead.com
107319,office@stpauls.bradford.sch.uk
107320,enquiries@idle.bradford.sch.uk
107321,d.smith@hstb.co.uk
107323,office@ststephens.bradford.sch.uk
107338,office@trinity.bradford.sch.uk
107339,linda.wright@standrews-primary.co.uk
107340,office@rsmps.co.uk
107395,enquiries@titussaltschool.co.uk
107431,claire.spencer@killinghall.bradford.sch.uk
107432,office@foxhill.bradford.sch.uk
107433,head@russellhall.bradford.sch.uk
107434,julie.ball@hilltop.bradford.sch.uk
107437,office@myrtlepark.bradford.sch.uk
107438,office@keelham.bradford.sch.uk
107439,school@bingleygrammar.org
107449,information@ghyllroydschool.co.uk
107450,ENQUIRIES@MOORFIELDSCHOOL.CO.UK
107453,sroulston@westvillehouseschool.com
107455,GPW@bradfordgrammar.com
107458,secretary@ladylanepark.co.uk
107460,admin@jimz.org.uk
107461,office@bxs.org.uk
107478,admin@ferneylee.calderdale.sch.uk
107480,head@copley.calderdale.sch.uk
107482,office@savilepark.calderdale.sch.uk
107486,admin@northowram.calderdale.sch.uk
107487,admin@parkinsonlane.calderdale.sch.uk
107490,head@salterhebble.calderdale.sch.uk
107495,admin@warleytown.calderdale.sch.uk
107497,admin@lingbob.calderdale.sch.uk
107499,head@bailiffbridge.calderdale.sch.uk
107500,head@carrgreen.org.uk
107501,admin@longroyde.calderdale.sch.uk
107502,head@withinfields.calderdale.sch.uk
107505,head@holywellgreen.calderdale.sch.uk
107507,head@centralstreet.calderdale.sch.uk
107510,admin@stubbings.calderdale.sch.uk
107511,admin@heptonstall.calderdale.sch.uk
107512,head@colden.calderdale.sch.uk
107513,head@shelf.calderdale.sch.uk
107514,office@ripponden.calderdale.sch.uk
107517,head@midgley.calderdale.sch.uk
107518,head@newroad.calderdale.sch.uk
107519,head@tuellane.calderdale.sch.uk
107520,head@castlehill.calderdale.sch.uk
107521,head@cornholme.calderdale.sch.uk
107522,head@shade.calderdale.sch.uk
107524,admin@oldtown.calderdale.sch.uk
107525,admin@cliffehill.calderdale.sch.uk
107528,head@woodhouse.calderdale.sch.uk
107529,head@riverside.calderdale.sch.uk
107533,head@crosslane.calderdale.sch.uk
107534,admin@ashgreen.calderdale.sch.uk
107535,head@christchurch-pellon.calderdale.sch.uk
107537,admin@norland.calderdale.sch.uk
107538,head@st-marys.calderdale.sch.uk
107540,head@triangle.calderdale.sch.uk
107541,admin@luddenden-ce.calderdale.sch.uk
107547,head@standrews.calderdale.sch.uk
107548,admin@st-andrews-inf.calderdale.sch.uk
107550,admin@elland.calderdale.sch.uk
107551,head@hebdenroyd.calderdale.sch.uk
107552,head@barkisland.calderdale.sch.uk
107554,head@christchurch-sowerby.calderdale.sch.uk
107556,head@todmorden-jun.calderdale.sch.uk
107562,admin@calderhigh.calderdale.sch.uk
107564,admin@todhigh.co.uk
107569,admin@allsaints.calderdale.sch.uk
107570,head@st-michaelangels.calderdale.sch.uk
107582,ggarside@thegleddings.co.uk
107583,rmiller@rishworth-school.co.uk
107585,v.wheeler@hgsf.org.uk
107588,admin@ravenscliffe.calderdale.sch.uk
107589,general@whsschool.org.uk
107590,admin@woodbank.calderdale.sch.uk
107591,admin@highbury.calderdale.sch.uk
107592,head.flatts@kirkleeseducation.uk
107599,office@berrybrow.co.uk
107600,office.carlton@kirkleeseducation.uk
107601,diana.wilson@kirkleeseducation.uk
107602,head@eastboroughjin.co.uk
107607,wendy.kelly@kirkleeseducation.uk
107608,apickup@shawcrossinfants.co.uk
107613,office@westmoorprimaryschool.co.uk
107615,office@paddockjinschool.co.uk
107617,head.springgrove@kirkleeseducation.uk
107620,juniors@nlconline.org.uk
107621,office@reinwoodjuniors.org
107622,office@reinwoodinfants.org
107623,office.crowlane@kirkleeseducation.uk
107626,office@birkbyjuniorschool.co.uk
107628,office@ashbrowschool.org.uk
107630,office@newsomejuniors.co.uk
107634,office@fixby.org
107639,office@mill-lane.org.uk
107640,office@parkroadschool.co.uk
107641,office.purlwell@kirkleeseducation.uk
107642,head.warwickroad@kirkleeseducation.uk
107643,office.cloughhead@kirkleeseducation.uk
107644,office.marsdeninf@kirkleeseducation.uk
107645,office@scapegoathill.co.uk
107646,head.nields@kirkleeseducation.uk
107647,head.wellhouse@kirkleeseducation.uk
107648,office.wilberlee@kirkleeseducation.uk
107651,head@emleyschool.co.uk
107655,office@holmfirthjinschool.net
107656,office@hadeedgeschool.co.uk
107657,office@hepworthschool.co.uk
107658,office.hinchliffemill@kirkleeseducation.uk
107659,office@holmejischool.co.uk
107660,head@netherthongprimary.co.uk
107661,head@scholesji.org.uk
107663,office@shepleyfirst.org
107664,head@grangemoorps.co.uk
107665,office.hopton@kirkleeseducation.uk
107666,office@gomersalprimaryschool.co.uk
107667,office.hartshead@kirkleeseducation.uk
107669,office@hightown.kirklees.sch.uk
107670,office@littletownschool.com
107671,office@howardpark.co.uk
107674,head@scholesprimary.co.uk
107677,office@rowleylane.co.uk
107678,anita.kishore@kirkleeseducation.uk
107680,head@upperthongschool.co.uk
107682,head.hyrstmount@kirkleeseducation.uk
107684,office@highbankschool.co.uk
107685,clyles@norristhorpeschool.org.uk
107688,head.denbydale@kirkleeseducation.uk
107690,fauzia.farooq@pentlandinf.co.uk
107691,office@moldgreenprimary.co.uk
107693,head@linthwaiteclough.co.uk
107696,head@golcarjin.com
107697,office@crossleyfields.com
107698,head@lowerhousesschool.co.uk
107699,office.ravensthorpejun@kirkleeseducation.uk
107700,infants@nlconline.org.uk
107701,head.stjohnsinf@kirkleeseducation.uk
107702,head.saviletown@kirkleeseducation.uk
107705,head@thornhilllees.com
107706,office@bywelljuniorschool.co.uk
107707,office.headfield@kirkleeseducation.uk
107709,office.hangingheaton@kirkleeseducation.uk
107710,p.dixon@staincliffejuniorschool.co.uk
107711,head@slaithwaitejandi.co.uk
107713,head@brockholescofe.co.uk
107714,head@flocktonschool.co.uk
107715,head@highburtonfirst.org.uk
107717,head@thurstonlandfirst.co.uk
107718,office.meltham@kirkleeseducation.uk
107719,theoffice@eastbierleyprimary.com
107721,slaycocksmith@rjis.org.uk
107722,lynsey.wagstaff@greenhillsfirst.co.uk
107723,office@headlandsce.net
107725,head.crowlees@kirkleeseducation.uk
107727,victoria.wyatt@kirkleeseducation.uk
107728,rachel.batty@battyefordprimary.com
107730,head.birkenshawprimary@kirkleeseducation.uk
107734,head@southcrosland.org.uk
107736,head.batleyparish@kirkleeseducation.uk
107737,office@stpetersschoolbirstall.co.uk
107739,office@stjohnsji.co.uk
107740,head.linthardron@kirkleeseducation.uk
107741,office@cumberworthfirstschool.co.uk
107742,office@denbyfirstschool.uk
107745,will.adams@kirkburtonfirst.co.uk
107747,office@gsmcep.co.uk
107756,head.netherhalllchs@kirkleeseducation.uk
107769,office@holmfirthhigh.co.uk
107775,jcass@w-h-s.org.uk
107778,head.spenvalley@kirkleeseducation.uk
107782,office@aschc.com
107786,hthompson@huddersfield-grammar.co.uk
107787,susan.piliu@themount.org.uk
107794,head@madnimuslimgirls.org.uk
107795,office@branchchristianschool.org.uk
107796,a.moore@hollybanktrust.com
107797,adrian.sugden@woodleyschool.org.uk
107799,office@ravenshall.org
107801,office@southgateschool.co.uk
107802,office@fairfieldschool.uk
107809,f.wharton@guiseleyprimary.org
107810,office@rawdonlittlemoor.org
107813,scholesoffice@spherefederation.org
107817,headteacher@featherbank.leeds.sch.uk
107820,office@churwellprimary.org.uk
107824,Samantha.daly@seven-hillsschool.org.uk
107827,office@westroyd.leeds.sch.uk
107828,headteacher@greenside-sch.org
107830,enquiries@carltonprimaryschool.co.uk
107831,office@robinhood.leeds.sch.uk
107832,alexandra.wilks@thorpe.leeds.sch.uk
107834,linda.collier@woodlesford.leeds.sch.uk
107840,office@yeadonwestfieldjuniorschool.co.uk
107842,hello@oulton.leeds.sch.uk
107844,l.green@leedsfederation.org
107845,info@pudseyboltonroyd.org
107846,westendschool@westendprimary.org.uk
107847,kate.prior@pudseysouthroyd.leeds.sch.uk
107848,info@gildersomeprimary.org.uk
107849,info@farsleyspringbank.co.uk
107851,amanda.burrow@victoria-jun.leeds.sch.uk
107854,office@crossleystreet.co.uk
107855,secretary@tranmerepark.leeds.sch.uk
107858,office@queenswayschool.co.uk
107859,head@westfieldinfants.co.uk
107860,office@stf.newlaithes.co.uk
107861,info@westbrooklane.leeds.sch.uk
107862,admin@pudseylowtown.org.uk
107863,s.hirst@birchfieldprimary.org.uk
107866,office@morleyvictoria.org.uk
107869,holmesc@primroselane.leeds.sch.uk
107870,schooloffice@wigtonmoor.leeds.sch.uk
107873,kpashley@ninelands-school.co.uk
107874,office@broadgateprimary.org.uk
107876,sarah.hawes@deightongates.leeds.sch.uk
107877,info@ashfieldprimary.co.uk
107879,head@westgateprimary.co.uk
107881,julia.dickson@whartonsprimary.co.uk
107883,info@beecroft.leeds.sch.uk
107884,m.duffy@blenheimprimaryschool.com
107885,office@brudenellschool.co.uk
107886,Hayley.marshall@iveson-primary.co.uk
107887,info@kirkstallvalley.org.uk
107888,office@littlelondonprimary.co.uk
107889,rpettman@quarrymountprimary.org.uk
107890,a.houldsworth@springbankprimary.org
107891,asmith@rosebank.leeds.sch.uk
107892,j.cordingley@adelprimary.org.uk
107893,office@hwood.org.uk
107894,info@cookridge.leeds.sch.uk
107896,info@irelandwood.leeds.sch.uk
107897,aellison@weetwoodprimary.co.uk
107901,school.office@banksideprimary.org
107903,d.harris@chapelallertonprimary.co.uk
107904,head@gledhowschool.org
107908,p.gill@talbotprimary.net
107909,BEPS@brackenedge.org.uk
107910,office@kmps.org.uk
107912,g.german@alwoodley.net
107914,admin@highfield.leeds.sch.uk
107915,office@moorallertonhall.leeds.sch.uk
107916,moortownoffice@spherefederation.org
107917,offices@leedsfederation.org
107920,office.manager@beechwoodprimaryschool.co.uk
107923,neil.winn@grangefarm.leeds.sch.uk
107924,louise.hill@grimesdyke.leeds.sch.uk
107925,info@harehills.leeds.sch.uk
107926,anna.lattimer@hovingham.org
107928,j.hinchliff@seacroftgps.org.uk
107932,headteacher@whitelaith.leeds.sch.uk
107933,georgina.sykes@wykebeckprimary.co.uk
107934,admin@crossgates.leeds.sch.uk
107938,jgorton@shakespeareleeds.org.uk
107940,manston.primary@manston.leeds.sch.uk
107943,office@parklandsleeds.org.uk
107944,headteacher@swarcliffeprimary.co.uk
107945,e.wraighte@fieldheadcarr.leeds.sch.uk
107946,mainoffice@beestonprimary.org
107947,andy.gamble@musicfederation.co.uk
107949,lisa.dixon@greenmountprimary.co.uk
107950,martin.lumb@hunsletcarr.co.uk
107951,enquiries@hunsletmoor.co.uk
107952,info@ingramroad.org.uk
107954,westwood@westwoodprimaryschool.org
107957,andy.cook@musicfederation.co.uk
107958,clapgate@clapgateprimaryschool.org
107959,info@hg-ps.org
107962,a.riley@castletonleeds.org.uk
107963,paula.head@cobden.leeds.sch.uk
107964,office@parkspringprimary.co.uk
107966,school.office@stanningleyprimary.com
107967,office@summerfieldprimary.org.uk
107968,info@fivelanesprimary.co.uk
107969,admin@whingate.com
107970,office@whitecote.co.uk
107972,admin@lwps.org.uk
107973,info@lawnspark.org.uk
107975,info@greenhill.leeds.sch.uk
107979,becky.naylor02@swinnowprimary.com
107981,peter.harris@farsleyfarfield.org.uk
107982,admin@rothwell-pri.leeds.sch.uk
107984,rebecca.white@sharplane.co.uk
107985,office@aberfordceprimary.org.uk
107986,office@rawdonstpeters.co.uk
107987,headteacher@barwickprimary.co.uk
107989,a.ratcliffe@harewood.leeds.sch.uk
107990,info@stmargarets.leeds.sch.uk
107995,davidroundtree@spherefederation.org
107996,head.teacher@calverleyce.co.uk
107997,schooloffice@stmaryscofe.org.uk
108000,info@poolprimarysch.org.uk
108001,kcameron@burleystmatthias.co.uk
108002,head@msmleeds.co.uk
108003,info@bsp.leeds.sch.uk
108005,info@stbartsleeds.org.uk
108007,headteacher@roundhaystjohns.com
108008,office@stoswaldsleeds.org
108009,Dale.Norris@hawksworthceprimary.org
108010,office@thorparch-leh.co.uk
108011,paul.cook@collinghamschool.org
